OBJECTID,Route_Number,Route_Name,Ridership_Total,Route_Hour,Route_Hour_Description,Route_Date
11709,10C,Dalhousie,80,9,9:00am to 9:29am,1767693600000
12008,10C,Dalhousie,77,9.5,9:30am to 9:59am,1767693600000
35292,10C,Dalhousie,48,10,10:00am to 10:29am,1767693600000
35315,10C,Dalhousie,80,10.5,10:30am to 10:59am,1767693600000
12084,10C,Dalhousie,76,11,11:00am to 11:29am,1767693600000
12197,10C,Dalhousie,171,11.5,11:30am to 11:59am,1767693600000
12218,10C,Dalhousie,103,12,12:00pm to 12:29pm,1767693600000
36159,10C,Dalhousie,96,12.5,12:30pm to 12:59pm,1767693600000
12258,10C,Dalhousie,62,13,1:00pm to 1:29pm,1767693600000
12652,10C,Dalhousie,113,13.5,1:30pm to 1:59pm,1767693600000
36700,10C,Dalhousie,140,14,2:00pm to 2:29pm,1767693600000
36721,10C,Dalhousie,103,14.5,2:30pm to 2:59pm,1767693600000
12726,10C,Dalhousie,159,15,3:00pm to 3:29pm,1767693600000
13038,10C,Dalhousie,157,15.5,3:30pm to 3:59pm,1767693600000
38029,10C,Dalhousie,170,16,4:00pm to 4:29pm,1767693600000
13399,10C,Dalhousie,70,16.5,4:30pm to 4:59pm,1767693600000
13434,10C,Dalhousie,152,17,5:00pm to 5:29pm,1767693600000
34101,10C,Dalhousie,42,17.5,5:30pm to 5:59pm,1767693600000
14072,10C,Dalhousie,107,18,6:00pm to 6:29pm,1767693600000
14103,10C,Dalhousie,84,18.5,6:30pm to 6:59pm,1767693600000
34756,10C,Dalhousie,70,19,7:00pm to 7:29pm,1767693600000
34782,10C,Dalhousie,31,19.5,7:30pm to 7:59pm,1767693600000
35373,10C,Dalhousie,62,20,8:00pm to 8:29pm,1767693600000
14171,10C,Dalhousie,71,20.5,8:30pm to 8:59pm,1767693600000
35601,10C,Dalhousie,62,21,9:00pm to 9:29pm,1767693600000
35622,10C,Dalhousie,53,21.5,9:30pm to 9:59pm,1767693600000
36212,10C,Dalhousie,25,22,10:00pm to 10:29pm,1767693600000
14713,10C,Dalhousie,22,22.5,10:30pm to 10:59pm,1767693600000
36244,10C,Dalhousie,15,23,11:00pm to 11:29pm,1767693600000
14753,10C,Dalhousie,11,23.5,11:30pm to 11:59pm,1767693600000
14765,10C,Dalhousie,11,24,12:00am to 12:29am,1767693600000
14783,10C,Dalhousie,0,24.5,12:30am to 12:59am,1767693600000
15715,10C,Dalhousie,35,5,5:00am to 5:29am,1767780000000
36289,10C,Dalhousie,60,5.5,5:30am to 5:59am,1767780000000
36976,10C,Dalhousie,116,6,6:00am to 6:29am,1767780000000
37009,10C,Dalhousie,74,6.5,6:30am to 6:59am,1767780000000
16382,10C,Dalhousie,206,7,7:00am to 7:29am,1767780000000
16415,10C,Dalhousie,124,7.5,7:30am to 7:59am,1767780000000
38609,10C,Dalhousie,237,8,8:00am to 8:29am,1767780000000
16949,10C,Dalhousie,67,8.5,8:30am to 8:59am,1767780000000
39233,10C,Dalhousie,100,9,9:00am to 9:29am,1767780000000
39260,10C,Dalhousie,116,9.5,9:30am to 9:59am,1767780000000
39653,10C,Dalhousie,92,10,10:00am to 10:29am,1767780000000
39675,10C,Dalhousie,69,10.5,10:30am to 10:59am,1767780000000
39802,10C,Dalhousie,113,11,11:00am to 11:29am,1767780000000
18145,10C,Dalhousie,138,11.5,11:30am to 11:59am,1767780000000
40216,10C,Dalhousie,105,12,12:00pm to 12:29pm,1767780000000
40237,10C,Dalhousie,124,12.5,12:30pm to 12:59pm,1767780000000
40823,10C,Dalhousie,162,13,1:00pm to 1:29pm,1767780000000
19351,10C,Dalhousie,154,13.5,1:30pm to 1:59pm,1767780000000
19376,10C,Dalhousie,184,14,2:00pm to 2:29pm,1767780000000
19403,10C,Dalhousie,204,14.5,2:30pm to 2:59pm,1767780000000
40909,10C,Dalhousie,202,15,3:00pm to 3:29pm,1767780000000
20411,10C,Dalhousie,184,15.5,3:30pm to 3:59pm,1767780000000
41918,10C,Dalhousie,247,16,4:00pm to 4:29pm,1767780000000
21234,10C,Dalhousie,87,16.5,4:30pm to 4:59pm,1767780000000
42274,10C,Dalhousie,78,17,5:00pm to 5:29pm,1767780000000
42317,10C,Dalhousie,33,17.5,5:30pm to 5:59pm,1767780000000
17783,10C,Dalhousie,79,18,6:00pm to 6:29pm,1767780000000
18194,10C,Dalhousie,60,18.5,6:30pm to 6:59pm,1767780000000
43245,10C,Dalhousie,79,19,7:00pm to 7:29pm,1767780000000
43446,10C,Dalhousie,22,19.5,7:30pm to 7:59pm,1767780000000
43660,10C,Dalhousie,59,20,8:00pm to 8:29pm,1767780000000
43684,10C,Dalhousie,58,20.5,8:30pm to 8:59pm,1767780000000
19422,10C,Dalhousie,20,21,9:00pm to 9:29pm,1767780000000
20004,10C,Dalhousie,35,21.5,9:30pm to 9:59pm,1767780000000
20026,10C,Dalhousie,52,22,10:00pm to 10:29pm,1767780000000
44230,10C,Dalhousie,30,22.5,10:30pm to 10:59pm,1767780000000
44249,10C,Dalhousie,48,23,11:00pm to 11:29pm,1767780000000
44266,10C,Dalhousie,18,23.5,11:30pm to 11:59pm,1767780000000
44278,10C,Dalhousie,1,24,12:00am to 12:29am,1767780000000
20858,10C,Dalhousie,0,24.5,12:30am to 12:59am,1767780000000
33836,123,Timberlea Express,20,6,6:00am to 6:29am,1767348000000
34249,123,Timberlea Express,2,6.5,6:30am to 6:59am,1767348000000
31110,123,Timberlea Express,11,7,7:00am to 7:29am,1767348000000
32439,123,Timberlea Express,8,7.5,7:30am to 7:59am,1767348000000
32767,123,Timberlea Express,13,8,8:00am to 8:29am,1767348000000
44100,123,Timberlea Express,12,8.5,8:30am to 8:59am,1767348000000
48045,123,Timberlea Express,0,15,3:00pm to 3:29pm,1767348000000
955,123,Timberlea Express,10,15.5,3:30pm to 3:59pm,1767348000000
61605,123,Timberlea Express,14,16,4:00pm to 4:29pm,1767348000000
62663,123,Timberlea Express,17,16.5,4:30pm to 4:59pm,1767348000000
2213,123,Timberlea Express,13,17,5:00pm to 5:29pm,1767348000000
2540,123,Timberlea Express,11,17.5,5:30pm to 5:59pm,1767348000000
3052,123,Timberlea Express,11,18,6:00pm to 6:29pm,1767348000000
8391,123,Timberlea Express,35,6,6:00am to 6:29am,1767607200000
8432,123,Timberlea Express,15,6.5,6:30am to 6:59am,1767607200000
8468,123,Timberlea Express,30,7,7:00am to 7:29am,1767607200000
8507,123,Timberlea Express,0,7.5,7:30am to 7:59am,1767607200000
8544,123,Timberlea Express,53,8,8:00am to 8:29am,1767607200000
20623,123,Timberlea Express,22,8.5,8:30am to 8:59am,1767607200000
10120,123,Timberlea Express,91,15,3:00pm to 3:29pm,1767607200000
10145,123,Timberlea Express,28,15.5,3:30pm to 3:59pm,1767607200000
27852,123,Timberlea Express,28,16,4:00pm to 4:29pm,1767607200000
10971,123,Timberlea Express,0,16.5,4:30pm to 4:59pm,1767607200000
28683,123,Timberlea Express,20,17,5:00pm to 5:29pm,1767607200000
24680,123,Timberlea Express,10,17.5,5:30pm to 5:59pm,1767607200000
25474,123,Timberlea Express,15,18,6:00pm to 6:29pm,1767607200000
10896,123,Timberlea Express,25,6,6:00am to 6:29am,1767693600000
10932,123,Timberlea Express,41,6.5,6:30am to 6:59am,1767693600000
11576,123,Timberlea Express,38,7,7:00am to 7:29am,1767693600000
11608,123,Timberlea Express,50,7.5,7:30am to 7:59am,1767693600000
34165,123,Timberlea Express,48,8,8:00am to 8:29am,1767693600000
11683,123,Timberlea Express,27,8.5,8:30am to 8:59am,1767693600000
36748,123,Timberlea Express,62,15,3:00pm to 3:29pm,1767693600000
13039,123,Timberlea Express,28,15.5,3:30pm to 3:59pm,1767693600000
38030,123,Timberlea Express,43,16,4:00pm to 4:29pm,1767693600000
13400,123,Timberlea Express,26,16.5,4:30pm to 4:59pm,1767693600000
13435,123,Timberlea Express,19,17,5:00pm to 5:29pm,1767693600000
34102,123,Timberlea Express,13,17.5,5:30pm to 5:59pm,1767693600000
14073,123,Timberlea Express,7,18,6:00pm to 6:29pm,1767693600000
15747,123,Timberlea Express,18,6,6:00am to 6:29am,1767780000000
15786,123,Timberlea Express,42,6.5,6:30am to 6:59am,1767780000000
37043,123,Timberlea Express,38,7,7:00am to 7:29am,1767780000000
38575,123,Timberlea Express,44,7.5,7:30am to 7:59am,1767780000000
16918,123,Timberlea Express,40,8,8:00am to 8:29am,1767780000000
38924,123,Timberlea Express,45,8.5,8:30am to 8:59am,1767780000000
20371,123,Timberlea Express,69,15,3:00pm to 3:29pm,1767780000000
41880,123,Timberlea Express,33,15.5,3:30pm to 3:59pm,1767780000000
21197,123,Timberlea Express,26,16,4:00pm to 4:29pm,1767780000000
42243,123,Timberlea Express,29,16.5,4:30pm to 4:59pm,1767780000000
42275,123,Timberlea Express,26,17,5:00pm to 5:29pm,1767780000000
42318,123,Timberlea Express,11,17.5,5:30pm to 5:59pm,1767780000000
43193,123,Timberlea Express,6,18,6:00pm to 6:29pm,1767780000000
33837,127,Cowie Hill Express,8,6,6:00am to 6:29am,1767348000000
34250,127,Cowie Hill Express,24,6.5,6:30am to 6:59am,1767348000000
31111,127,Cowie Hill Express,37,7,7:00am to 7:29am,1767348000000
43572,127,Cowie Hill Express,25,7.5,7:30am to 7:59am,1767348000000
61569,127,Cowie Hill Express,28,15.5,3:30pm to 3:59pm,1767348000000
994,127,Cowie Hill Express,17,16,4:00pm to 4:29pm,1767348000000
1505,127,Cowie Hill Express,23,16.5,4:30pm to 4:59pm,1767348000000
62692,127,Cowie Hill Express,13,17,5:00pm to 5:29pm,1767348000000
2541,127,Cowie Hill Express,1,17.5,5:30pm to 5:59pm,1767348000000
8392,127,Cowie Hill Express,16,6,6:00am to 6:29am,1767607200000
23857,127,Cowie Hill Express,48,6.5,6:30am to 6:59am,1767607200000
19201,127,Cowie Hill Express,87,7,7:00am to 7:29am,1767607200000
8508,127,Cowie Hill Express,40,7.5,7:30am to 7:59am,1767607200000
10146,127,Cowie Hill Express,18,15.5,3:30pm to 3:59pm,1767607200000
10550,127,Cowie Hill Express,47,16,4:00pm to 4:29pm,1767607200000
28167,127,Cowie Hill Express,37,16.5,4:30pm to 4:59pm,1767607200000
11188,127,Cowie Hill Express,29,17,5:00pm to 5:29pm,1767607200000
24681,127,Cowie Hill Express,7,17.5,5:30pm to 5:59pm,1767607200000
28198,127,Cowie Hill Express,18,6,6:00am to 6:29am,1767693600000
28605,127,Cowie Hill Express,46,6.5,6:30am to 6:59am,1767693600000
32972,127,Cowie Hill Express,79,7,7:00am to 7:29am,1767693600000
34129,127,Cowie Hill Express,59,7.5,7:30am to 7:59am,1767693600000
37997,127,Cowie Hill Express,54,15.5,3:30pm to 3:59pm,1767693600000
13081,127,Cowie Hill Express,46,16,4:00pm to 4:29pm,1767693600000
13401,127,Cowie Hill Express,26,16.5,4:30pm to 4:59pm,1767693600000
13436,127,Cowie Hill Express,30,17,5:00pm to 5:29pm,1767693600000
13472,127,Cowie Hill Express,8,17.5,5:30pm to 5:59pm,1767693600000
36977,127,Cowie Hill Express,15,6,6:00am to 6:29am,1767780000000
15787,127,Cowie Hill Express,64,6.5,6:30am to 6:59am,1767780000000
37044,127,Cowie Hill Express,54,7,7:00am to 7:29am,1767780000000
16416,127,Cowie Hill Express,24,7.5,7:30am to 7:59am,1767780000000
41881,127,Cowie Hill Express,24,15.5,3:30pm to 3:59pm,1767780000000
41919,127,Cowie Hill Express,13,16,4:00pm to 4:29pm,1767780000000
21235,127,Cowie Hill Express,45,16.5,4:30pm to 4:59pm,1767780000000
42276,127,Cowie Hill Express,17,17,5:00pm to 5:29pm,1767780000000
42319,127,Cowie Hill Express,3,17.5,5:30pm to 5:59pm,1767780000000
19669,135,Flamingo Express,13,6,6:00am to 6:29am,1767348000000
31027,135,Flamingo Express,14,6.5,6:30am to 6:59am,1767348000000
34655,135,Flamingo Express,28,7,7:00am to 7:29am,1767348000000
32440,135,Flamingo Express,42,7.5,7:30am to 7:59am,1767348000000
32768,135,Flamingo Express,17,8,8:00am to 8:29am,1767348000000
265,135,Flamingo Express,17,15,3:00pm to 3:29pm,1767348000000
61570,135,Flamingo Express,29,15.5,3:30pm to 3:59pm,1767348000000
995,135,Flamingo Express,17,16,4:00pm to 4:29pm,1767348000000
62664,135,Flamingo Express,18,16.5,4:30pm to 4:59pm,1767348000000
62693,135,Flamingo Express,19,17,5:00pm to 5:29pm,1767348000000
2542,135,Flamingo Express,11,17.5,5:30pm to 5:59pm,1767348000000
62910,135,Flamingo Express,10,18,6:00pm to 6:29pm,1767348000000
23267,135,Flamingo Express,24,6,6:00am to 6:29am,1767607200000
8433,135,Flamingo Express,33,6.5,6:30am to 6:59am,1767607200000
19202,135,Flamingo Express,64,7,7:00am to 7:29am,1767607200000
8509,135,Flamingo Express,69,7.5,7:30am to 7:59am,1767607200000
8545,135,Flamingo Express,47,8,8:00am to 8:29am,1767607200000
22994,135,Flamingo Express,53,15,3:00pm to 3:29pm,1767607200000
10147,135,Flamingo Express,29,15.5,3:30pm to 3:59pm,1767607200000
10551,135,Flamingo Express,46,16,4:00pm to 4:29pm,1767607200000
28168,135,Flamingo Express,38,16.5,4:30pm to 4:59pm,1767607200000
11189,135,Flamingo Express,42,17,5:00pm to 5:29pm,1767607200000
24682,135,Flamingo Express,16,17.5,5:30pm to 5:59pm,1767607200000
25475,135,Flamingo Express,13,18,6:00pm to 6:29pm,1767607200000
28199,135,Flamingo Express,17,6,6:00am to 6:29am,1767693600000
28606,135,Flamingo Express,34,6.5,6:30am to 6:59am,1767693600000
11577,135,Flamingo Express,77,7,7:00am to 7:29am,1767693600000
11609,135,Flamingo Express,72,7.5,7:30am to 7:59am,1767693600000
34166,135,Flamingo Express,51,8,8:00am to 8:29am,1767693600000
12727,135,Flamingo Express,43,15,3:00pm to 3:29pm,1767693600000
13040,135,Flamingo Express,37,15.5,3:30pm to 3:59pm,1767693600000
38031,135,Flamingo Express,35,16,4:00pm to 4:29pm,1767693600000
38066,135,Flamingo Express,52,16.5,4:30pm to 4:59pm,1767693600000
13437,135,Flamingo Express,21,17,5:00pm to 5:29pm,1767693600000
13473,135,Flamingo Express,25,17.5,5:30pm to 5:59pm,1767693600000
34418,135,Flamingo Express,9,18,6:00pm to 6:29pm,1767693600000
15748,135,Flamingo Express,22,6,6:00am to 6:29am,1767780000000
37010,135,Flamingo Express,45,6.5,6:30am to 6:59am,1767780000000
16383,135,Flamingo Express,87,7,7:00am to 7:29am,1767780000000
16417,135,Flamingo Express,94,7.5,7:30am to 7:59am,1767780000000
16919,135,Flamingo Express,52,8,8:00am to 8:29am,1767780000000
20372,135,Flamingo Express,57,15,3:00pm to 3:29pm,1767780000000
20412,135,Flamingo Express,42,15.5,3:30pm to 3:59pm,1767780000000
41920,135,Flamingo Express,52,16,4:00pm to 4:29pm,1767780000000
21236,135,Flamingo Express,0,16.5,4:30pm to 4:59pm,1767780000000
42277,135,Flamingo Express,41,17,5:00pm to 5:29pm,1767780000000
21682,135,Flamingo Express,26,17.5,5:30pm to 5:59pm,1767780000000
43194,135,Flamingo Express,5,18,6:00pm to 6:29pm,1767780000000
33838,136,Farnham Gate Express,9,6,6:00am to 6:29am,1767348000000
31028,136,Farnham Gate Express,45,6.5,6:30am to 6:59am,1767348000000
32224,136,Farnham Gate Express,30,7,7:00am to 7:29am,1767348000000
32728,136,Farnham Gate Express,33,7.5,7:30am to 7:59am,1767348000000
32769,136,Farnham Gate Express,17,8,8:00am to 8:29am,1767348000000
266,136,Farnham Gate Express,20,15,3:00pm to 3:29pm,1767348000000
61571,136,Farnham Gate Express,19,15.5,3:30pm to 3:59pm,1767348000000
996,136,Farnham Gate Express,37,16,4:00pm to 4:29pm,1767348000000
1506,136,Farnham Gate Express,3,16.5,4:30pm to 4:59pm,1767348000000
2214,136,Farnham Gate Express,14,17,5:00pm to 5:29pm,1767348000000
62722,136,Farnham Gate Express,1,17.5,5:30pm to 5:59pm,1767348000000
62911,136,Farnham Gate Express,2,18,6:00pm to 6:29pm,1767348000000
23268,136,Farnham Gate Express,47,6,6:00am to 6:29am,1767607200000
23858,136,Farnham Gate Express,73,6.5,6:30am to 6:59am,1767607200000
19203,136,Farnham Gate Express,84,7,7:00am to 7:29am,1767607200000
8510,136,Farnham Gate Express,55,7.5,7:30am to 7:59am,1767607200000
20594,136,Farnham Gate Express,37,8,8:00am to 8:29am,1767607200000
22995,136,Farnham Gate Express,91,15,3:00pm to 3:29pm,1767607200000
10148,136,Farnham Gate Express,36,15.5,3:30pm to 3:59pm,1767607200000
27853,136,Farnham Gate Express,80,16,4:00pm to 4:29pm,1767607200000
28169,136,Farnham Gate Express,19,16.5,4:30pm to 4:59pm,1767607200000
