timestamp,ask_price_1,ask_size_1,bid_price_1,bid_size_1
34242.320906583,585.49,6.0,585.36,125.0
34242.391038869,585.49,6.0,585.36,125.0
34242.391116126,585.49,6.0,585.37,18.0
34242.537922535,585.49,6.0,585.36,125.0
34242.538131706,585.51,18.0,585.36,125.0
34242.538133219,585.52,318.0,585.36,125.0
34242.538135946,585.52,300.0,585.36,125.0
34242.539574882,585.52,300.0,585.3,230.0
34242.539963416,585.52,300.0,585.3,230.0
34242.540036758,585.52,318.0,585.3,230.0
34242.540075221,585.51,6.0,585.3,230.0
34242.542601317,585.51,6.0,585.3,330.0
34242.935112958,585.51,6.0,585.3,281.0
34242.935275142,585.52,300.0,585.3,281.0
34243.161619417,585.52,300.0,585.3,281.0
34243.161699972,585.52,318.0,585.3,281.0
34243.161737757,585.51,18.0,585.3,281.0
34243.452960619,585.51,18.0,585.3,231.0
34243.453130097,585.52,300.0,585.3,231.0
34243.467275681,585.52,300.0,585.3,131.0
34243.467353715,585.52,318.0,585.3,131.0
34243.467384164,585.51,18.0,585.3,131.0
34243.678623646,585.51,18.0,585.3,150.0
34243.678719321,585.52,318.0,585.3,150.0
34243.678727602,585.52,300.0,585.3,150.0
34244.070699969,585.49,18.0,585.3,150.0
34245.281721068,585.49,18.0,585.31,18.0
34245.281805592,585.49,18.0,585.31,118.0
34245.281874419,585.5,18.0,585.31,118.0
34245.281887785,585.52,300.0,585.31,118.0
34245.688820232,585.52,300.0,585.31,118.0
34245.688976615,585.52,300.0,585.31,100.0
34245.694186907,585.52,300.0,585.32,19.0
34245.694267426,585.52,300.0,585.32,119.0
34246.68826075,585.52,300.0,585.32,119.0
34246.689153933,585.52,300.0,585.32,100.0
34246.689354442,585.52,300.0,585.3,31.0
34246.689431471,585.52,318.0,585.3,31.0
34246.689441034,585.48,100.0,585.3,31.0
34246.779185361,585.48,100.0,585.16,21.0
34246.779265451,585.48,118.0,585.16,21.0
34246.779299836,585.47,18.0,585.16,21.0
34246.779330868,585.47,18.0,585.17,18.0
34246.779363521,585.45,18.0,585.17,18.0
34246.945391973,585.47,18.0,585.17,18.0
34246.94539349,585.48,18.0,585.17,18.0
34246.945393865,585.51,100.0,585.17,18.0
34246.945394681,585.51,100.0,585.16,21.0
34246.964670283,585.51,100.0,585.17,18.0
34247.097986134,585.5,18.0,585.17,18.0
34247.098124694,585.5,18.0,585.16,33.0
34247.098144382,585.5,18.0,585.16,21.0
34247.340863245,585.5,18.0,585.19,18.0
34247.341026021,585.51,100.0,585.19,18.0
34247.383864403,585.5,18.0,585.19,18.0
34247.507469814,585.5,18.0,585.19,18.0
34247.507469814,585.5,18.0,585.19,18.0
34247.507469814,585.5,18.0,585.19,18.0
34247.507469814,585.5,18.0,585.19,18.0
34247.507469814,585.5,18.0,585.19,18.0
34247.507469814,585.51,118.0,585.19,18.0
34247.507469814,585.51,118.0,585.19,18.0
34247.507469814,585.51,18.0,585.19,18.0
34247.507469814,585.52,300.0,585.19,18.0
34247.507574573,585.52,300.0,585.21,100.0
34247.510643582,585.52,300.0,585.21,100.0
34247.510722493,585.52,300.0,585.21,118.0
34247.510752216,585.52,300.0,585.22,6.0
34247.530052989,585.51,100.0,585.22,6.0
34247.544222178,585.51,100.0,585.22,6.0
34247.544222178,585.51,100.0,585.22,6.0
34247.544222178,585.52,300.0,585.22,6.0
34247.544222178,585.52,300.0,585.22,6.0
34247.544305082,585.52,300.0,585.23,100.0
34247.566058684,585.51,100.0,585.23,100.0
34247.573089965,585.52,300.0,585.23,100.0
34247.573089965,585.8,200.0,585.23,100.0
34247.573089965,585.8,200.0,585.23,100.0
34247.573167083,585.8,200.0,585.24,100.0
34247.573192316,585.79,18.0,585.24,100.0
34247.594210031,585.76,100.0,585.24,100.0
34247.598044896,585.73,18.0,585.24,100.0
34247.620872939,585.73,18.0,585.32,100.0
34247.628944024,585.72,100.0,585.32,100.0
34247.682128975,585.72,100.0,585.35,18.0
34247.736240329,585.72,100.0,585.35,18.0
34247.738295225,585.71,100.0,585.35,18.0
34247.902045434,585.71,100.0,585.62,18.0
34247.902146775,585.71,100.0,585.35,18.0
34247.902157166,585.71,100.0,585.33,6.0
34247.90217879,585.71,100.0,585.32,100.0
34247.902232593,585.7,100.0,585.32,100.0
34247.904658054,585.69,100.0,585.32,100.0
34249.040078264,585.72,100.0,585.32,100.0
34249.041758793,585.71,100.0,585.32,100.0
34249.086375027,585.71,100.0,585.35,18.0
34249.492862272,585.71,100.0,585.38,18.0
34251.157902039,585.71,118.0,585.38,18.0
34251.444029787,585.71,118.0,585.41,18.0
34251.444127395,585.71,100.0,585.41,18.0
34251.831612892,585.71,100.0,585.32,300.0
34251.913754532,585.72,100.0,585.32,300.0
34251.915508803,585.71,100.0,585.32,300.0
34252.0208352,585.71,100.0,585.32,300.0
34252.02093313,585.71,100.0,585.32,318.0
34252.02096984,585.71,100.0,585.33,18.0
34252.02103621,585.71,100.0,585.35,6.0
34252.021626408,585.72,100.0,585.35,6.0
34252.022156013,585.72,100.0,585.69,100.0
34252.0223858,585.8,200.0,585.69,100.0
34252.023086869,585.8,200.0,585.32,300.0
34252.02317969,585.79,100.0,585.32,300.0
34252.02318083,585.79,100.0,585.33,18.0
34252.024057375,585.79,100.0,585.36,18.0
34252.024204889,585.71,100.0,585.36,18.0
34252.026773727,585.71,100.0,585.69,41.0
34252.027479853,585.79,100.0,585.69,41.0
34252.027479853,585.79,100.0,585.69,41.0
34252.027496543,585.72,100.0,585.69,41.0
34252.027766693,585.71,100.0,585.69,41.0
34252.028256795,585.72,100.0,585.69,41.0
34252.028539752,585.71,100.0,585.69,41.0
34252.029155928,585.71,100.0,585.68,100.0
34252.029155928,585.71,100.0,585.68,100.0
34252.029279954,585.8,200.0,585.68,100.0
34252.029822902,585.79,100.0,585.68,100.0
34252.031700628,585.78,100.0,585.68,100.0
34252.032401265,585.78,100.0,585.68,100.0
34252.032498709,585.78,100.0,585.68,100.0
34252.033272664,585.79,100.0,585.68,100.0
34252.03414916,585.79,100.0,585.68,100.0
34252.03414916,585.79,100.0,585.68,100.0
34252.034560856,585.8,200.0,585.68,100.0
34252.035351282,585.8,200.0,585.68,100.0
34252.037175668,585.8,200.0,585.68,100.0
34252.045457473,585.8,200.0,585.68,100.0
34252.053861023,585.8,200.0,585.68,100.0
34252.11104533,585.69,100.0,585.68,100.0
34252.122145247,585.8,200.0,585.68,100.0
34252.122145247,585.8,200.0,585.68,100.0
34252.12223549,585.8,200.0,585.68,200.0
34252.123392451,585.8,200.0,585.68,200.0
34252.127831123,585.8,200.0,585.68,200.0
34252.273287034,585.8,200.0,585.68,100.0
34252.279815175,585.8,200.0,585.68,100.0
34252.501996264,585.8,200.0,585.32,300.0
34252.525746894,585.8,200.0,585.35,18.0
34252.740032167,585.8,200.0,585.35,18.0
34252.740104901,585.8,200.0,585.36,18.0
34252.740154899,585.8,200.0,585.38,6.0
34252.740940568,585.8,200.0,585.38,6.0
34253.196242217,585.8,200.0,585.36,18.0
34253.196264383,585.8,200.0,585.32,300.0
34253.530188041,585.77,18.0,585.32,300.0
34253.634497901,585.77,18.0,585.32,300.0
34253.634573129,585.77,36.0,585.32,300.0
34253.634605531,585.76,18.0,585.32,300.0
34253.634636411,585.76,18.0,585.33,18.0
34253.634673231,585.74,12.0,585.33,18.0
34253.637172407,585.68,100.0,585.33,18.0
34253.687804373,585.68,100.0,585.36,18.0
34254.526963951,585.74,12.0,585.36,18.0
34254.527136131,585.8,200.0,585.36,18.0
34254.52714833,585.8,200.0,585.35,6.0
34254.527151149,585.8,200.0,585.33,18.0
34254.527152184,585.8,200.0,585.32,300.0
34254.528583347,585.68,100.0,585.32,300.0
34254.631582097,585.65,1000.0,585.32,300.0
34256.19063387,585.65,980.0,585.32,300.0
34256.190719401,585.65,980.0,585.32,318.0
34256.190756615,585.65,980.0,585.33,18.0
34256.190807809,585.65,980.0,585.35,6.0
34256.19319428,585.65,1080.0,585.35,6.0
34256.584770476,585.64,100.0,585.35,6.0
34256.585857323,585.65,1080.0,585.35,6.0
34256.585924316,585.65,1080.0,585.35,24.0
34256.585936731,585.65,1080.0,585.36,100.0
34256.58596536,585.65,1080.0,585.36,106.0
34256.750276532,585.65,1080.0,585.36,6.0
34256.750383635,585.65,1080.0,585.35,24.0
34256.750384117,585.65,1080.0,585.35,18.0
34256.750399994,585.65,1080.0,585.32,300.0
34256.960845789,585.65,1080.0,585.35,18.0
34256.971417778,585.65,1080.0,585.57,35.0
34256.971971766,585.65,1080.0,585.32,300.0
34256.972053393,585.64,100.0,585.32,300.0
34256.972065621,585.64,100.0,585.33,14.0
34257.005572647,585.61,18.0,585.33,14.0
34257.033394971,585.61,18.0,585.36,18.0
34257.130242807,585.62,18.0,585.36,18.0
34257.130246705,585.63,18.0,585.36,18.0
34257.130249903,585.64,12.0,585.36,18.0
34257.130250421,585.65,980.0,585.36,18.0
34257.577139389,585.65,980.0,585.36,18.0
34257.635637197,585.62,18.0,585.36,18.0
34257.725580772,585.62,18.0,585.39,18.0
34258.199928727,585.63,18.0,585.39,18.0
34258.199929254,585.64,18.0,585.39,18.0
34258.1999297,585.65,992.0,585.39,18.0
34258.199942328,585.65,992.0,585.38,6.0
34258.199954264,585.65,980.0,585.38,6.0
34258.199971706,585.65,980.0,585.32,300.0
34258.20182267,585.65,980.0,585.32,300.0
34258.201899757,585.65,980.0,585.32,318.0
34258.201939596,585.65,980.0,585.33,18.0
34258.201977896,585.65,980.0,585.35,6.0
34258.779917044,585.62,18.0,585.35,6.0
34258.780095812,585.62,18.0,585.33,18.0
34258.780098564,585.62,18.0,585.32,300.0
34259.263556695,585.62,18.0,585.35,18.0
34259.263726836,585.64,18.0,585.35,18.0
34259.263748965,585.65,980.0,585.35,18.0
34259.575196354,585.62,18.0,585.35,18.0
34259.575371986,585.62,18.0,585.34,18.0
34259.575378773,585.62,18.0,585.33,6.0
34259.57539608,585.62,18.0,585.32,300.0
34259.705453799,585.62,18.0,585.35,18.0
34259.705624488,585.63,18.0,585.35,18.0
34259.705630111,585.64,18.0,585.35,18.0
34259.705635005,585.65,980.0,585.35,18.0
34259.711397229,585.65,980.0,585.35,18.0
34259.712524623,585.65,980.0,585.35,18.0
34259.714077542,585.64,100.0,585.35,18.0
34259.71846543,585.64,100.0,585.35,18.0
34259.719379992,585.65,980.0,585.35,18.0
34259.721910965,585.64,100.0,585.35,18.0
34259.726523371,585.64,100.0,585.6,84.0
34259.728897981,585.64,100.0,585.6,84.0
34259.728897981,585.65,980.0,585.6,84.0
34259.729111006,585.64,100.0,585.6,84.0
34259.729250575,585.65,980.0,585.6,84.0
34259.729324418,585.65,980.0,585.6,84.0
34259.729399971,585.65,980.0,585.6,84.0
34259.729508202,585.64,100.0,585.6,84.0
34259.729520767,585.64,40.0,585.6,84.0
34259.729710872,585.64,40.0,585.51,100.0
34259.729789444,585.64,140.0,585.51,100.0
34259.729791913,585.64,240.0,585.51,100.0
34259.729999606,585.64,240.0,585.51,100.0
34259.730597142,585.64,140.0,585.51,100.0
34259.730600451,585.64,100.0,585.51,100.0
34259.732872091,585.63,100.0,585.51,100.0
34259.743508654,585.63,100.0,585.51,100.0
34259.878295675,585.63,100.0,585.32,300.0
34259.896048489,585.63,100.0,585.32,300.0
34259.896048489,585.65,980.0,585.32,300.0
34259.896048489,585.65,980.0,585.32,300.0
34259.896127721,585.65,980.0,585.32,318.0
34259.896130213,585.65,980.0,585.33,100.0
