seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_loss
451,native_promotion_replan,supported_native_episode_loop,-2706.181,4.442,0.4856,-5.4132,136.0,0.48091603053435117,346.8121170772377,5.00731926499361,-44.12213740458015,5.282150413302672,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18554.100964355468
461,native_promotion_replan,supported_native_episode_loop,-19239.192,6.251,0.2922,-6.8354,98.0,0.6259541984732825,350.51617806587967,5.3515658446257515,-44.4236641221374,4.493410477493363,0.5384615384615384,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7966.335797119141
471,native_promotion_replan,supported_native_episode_loop,-19853.141,9.301,0.4813,-10.2636,80.0,0.6946564885496184,336.43571917105265,7.019876436003142,-44.270992366412216,4.901222601012377,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.6031585693358
481,native_promotion_replan,supported_native_episode_loop,-3096.478,5.214,0.4236,-6.0612,110.0,0.5801526717557252,341.06888351925755,6.597801151212535,-43.896946564885496,5.196232324597361,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6792.314356994629
491,native_promotion_replan,supported_native_episode_loop,-14478.824,5.193,0.5701,-6.3332,83.0,0.683206106870229,338.3252766055763,5.2888758447212645,-44.25954198473283,4.980247681169536,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.0777221679687
501,native_promotion_replan,supported_native_episode_loop,-3115.371,4.7,0.4579,-5.6158,146.0,0.44274809160305345,332.5961487263517,10.38251110064194,-44.35496183206107,4.7566701057279985,0.3846153846153846,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13324.848352050782
511,native_promotion_replan,supported_native_episode_loop,-2706.918,5.711,0.4822,-6.675400000000001,92.0,0.648854961832061,341.0693688984515,5.199940154659736,-43.75190839694657,5.535063128721941,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.514740562439
521,native_promotion_replan,supported_native_episode_loop,-18703.642,5.819,0.6452,-7.1094,145.0,0.44656488549618323,332.95746275683996,15.095163253409464,-43.50763358778626,5.641140027716646,0.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18567.33175048828
531,native_promotion_replan,supported_native_episode_loop,-2826.506,7.353,0.5181,-8.389199999999999,151.0,0.42366412213740456,340.35595687096964,5.73846986809868,-44.41984732824427,4.481436176684767,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8145.309899902344
541,native_promotion_replan,supported_native_episode_loop,-15355.33,6.167,0.6455,-7.458,104.0,0.6030534351145038,338.36844268031325,6.490233930232438,-44.396946564885496,4.5920265933230295,0.40322315068807746,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21345.608947753906
551,native_promotion_replan,supported_native_episode_loop,-2701.862,6.573,0.4615,-7.496,102.0,0.6106870229007634,344.28790633913513,6.678805521379242,-43.70229007633588,5.457251855007746,0.9732971731083753,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6117.23978881836
561,native_promotion_replan,supported_native_episode_loop,-9308.197,4.893,0.3908,-5.6746,206.0,0.21374045801526717,335.7791342185199,8.674725874036515,-44.458015267175576,4.373339670964229,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31731.225341796875
571,native_promotion_replan,supported_native_episode_loop,-8743.976,3.612,0.5466,-4.7052,110.0,0.5801526717557252,329.9105794799844,4.235278688430009,-44.54961832061068,4.126277253949163,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3532.9875762939455
581,native_promotion_replan,supported_native_episode_loop,-18928.191,6.076,0.3642,-6.804399999999999,135.0,0.4847328244274809,339.18840559029684,4.862851194453796,-44.5,4.281818476494403,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38502.7046875
591,native_promotion_replan,supported_native_episode_loop,-18466.154,4.487,0.5167,-5.5204,244.0,0.06870229007633588,338.93194143141005,4.511326226093317,-44.534351145038165,4.1614327206997945,0.3846153846153846,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.910836791992
601,native_promotion_replan,supported_native_episode_loop,-13127.584,5.916,0.5112,-6.938400000000001,121.0,0.5381679389312977,343.5423035272964,5.736972969766716,-44.33206106870229,4.796671351816728,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4720.647644042969
611,native_promotion_replan,supported_native_episode_loop,-9292.007,5.521,0.4667,-6.4544,87.0,0.6679389312977099,347.5526125958118,6.480214617911402,-44.43893129770992,4.462961610723472,0.23076923076923078,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536.5430450439453
621,native_promotion_replan,supported_native_episode_loop,-3020.944,5.308,0.4529,-6.2138,100.0,0.6183206106870229,334.0289211243467,5.767315731463452,-44.14885496183206,5.3756571252808,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.534786987305
631,native_promotion_replan,supported_native_episode_loop,-3817.974,6.035,0.4335,-6.902,171.0,0.3473282442748092,348.76078127578427,13.167387813901108,-29.408396946564885,25.82703045280995,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8061.537982177734
641,native_promotion_replan,supported_native_episode_loop,-17272.072,7.253,0.5263,-8.3056,121.0,0.5381679389312977,339.9019124537251,16.072068018715015,-39.11450381679389,13.24584983045261,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4206.672796630859
651,native_promotion_replan,supported_native_episode_loop,-18256.362,4.818,0.7378,-6.2936,93.0,0.6450381679389313,333.8978419524947,6.539913422135331,-44.30916030534351,4.957051425686204,0.8461538461538461,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17292.352770996094
661,native_promotion_replan,supported_native_episode_loop,-18962.688,7.268,0.4217,-8.1114,178.0,0.32061068702290074,341.6382557075253,4.805652468018846,-44.408396946564885,4.528662545732508,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9325.642456054688
671,native_promotion_replan,supported_native_episode_loop,-15025.446,28.403,0.4905,-29.384,157.0,0.40076335877862596,342.12427633163776,4.7042575791135635,-44.47328244274809,4.35246397580544,0.5384615384615384,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44876.1833984375
681,native_promotion_replan,supported_native_episode_loop,-18312.813,17.061,0.5228,-18.1066,86.0,0.6717557251908397,338.8817273519725,5.303699488071465,-44.461832061068705,4.383834948682797,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6061.716125488281
691,native_promotion_replan,supported_native_episode_loop,-11016.641,4.064,0.6306,-5.325200000000001,90.0,0.6564885496183206,337.2109849998514,4.446159879399299,-44.43129770992366,4.493533674162735,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8281.962292480468
701,native_promotion_replan,supported_native_episode_loop,-2836.786,4.644,0.3888,-5.4216,124.0,0.5267175572519084,347.0386313749596,8.879455478788058,-42.20610687022901,7.0529270164967075,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.24961280822754
711,native_promotion_replan,supported_native_episode_loop,-5619.122,7.614,0.4787,-8.5714,118.0,0.549618320610687,347.50334487727275,4.611034249773249,-44.29770992366412,4.689104891044184,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698.77236328125
721,native_promotion_replan,supported_native_episode_loop,-8072.222,5.426,0.5294,-6.4848,95.0,0.6374045801526718,341.90387933003996,6.486395286027031,-44.30534351145038,4.880860157222934,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423.8809326171877
731,native_promotion_replan,supported_native_episode_loop,-15810.333,4.323,0.5507,-5.4244,167.0,0.36259541984732824,346.15530404488317,6.229053487201853,-43.843511450381676,5.653676764032321,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43541.125317382815
741,native_promotion_replan,supported_native_episode_loop,-18184.497,5.628,0.5186,-6.6652000000000005,103.0,0.6068702290076335,337.33170832131657,6.046226962041936,-44.270992366412216,5.009822238616569,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54376.85847167969
751,native_promotion_replan,supported_native_episode_loop,-17200.641,4.776,0.4859,-5.7478,76.0,0.7099236641221374,337.20436278995663,7.480926484734071,-44.545801526717554,4.1447798409655,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.9030456542969
761,native_promotion_replan,supported_native_episode_loop,-19412.61,26.244,0.4801,-27.2042,156.0,0.40458015267175573,349.6363541752214,5.612652932027908,-44.35496183206107,4.665116834000953,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31270.53154296875
771,native_promotion_replan,supported_native_episode_loop,-5692.639,4.119,0.5218,-5.162599999999999,126.0,0.5190839694656488,345.7482672003882,6.162845973937714,-44.30916030534351,4.808531704949893,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.628980255127
781,native_promotion_replan,supported_native_episode_loop,-3222.455,11.099,0.4212,-11.9414,149.0,0.4312977099236641,347.9599570396498,4.847385482589936,-44.02290076335878,4.971622753884891,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.6891357421875
791,native_promotion_replan,supported_native_episode_loop,-9433.196,13.657,0.3998,-14.4566,104.0,0.6030534351145038,335.570285001344,5.813418158605446,-44.530534351145036,4.1724540736731415,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.764205932617
801,native_promotion_replan,supported_native_episode_loop,-20509.167,20.955,0.6869,-22.328799999999998,188.0,0.2824427480916031,333.23283971068815,4.965272530820245,-44.5,4.256786229966639,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8622.065112304688
811,native_promotion_replan,supported_native_episode_loop,-2676.529,7.687,0.2857,-8.2584,90.0,0.6564885496183206,351.5745650195713,3.7027807093082434,-43.89312977099237,5.898313782065949,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.060506439209
821,native_promotion_replan,supported_native_episode_loop,-11047.952,5.893,0.7717,-7.4364,157.0,0.40076335877862596,333.6673944947677,5.09125809342929,-44.52290076335878,4.193489408312964,1.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4214.45678100586
831,native_promotion_replan,supported_native_episode_loop,-17942.895,4.229,0.5204,-5.2698,119.0,0.5458015267175572,336.32604857795417,10.629279553465569,-44.48854961832061,4.347266250253307,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116787.26689453125
201,native_learned_gate,supported_native_episode_loop,-18997.869,5.2,0.5484,-6.2968,66.0,0.7480916030534351,334.5140595732603,8.467248306683421,-44.43511450381679,4.462907751407808,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22997.756213378907
211,native_learned_gate,supported_native_episode_loop,-5153.2,11.836,0.4749,-12.7858,66.0,0.7480916030534351,341.932229619915,5.866115286773882,-44.458015267175576,4.408111090827894,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0531707763672
221,native_learned_gate,supported_native_episode_loop,-18428.779,4.752,0.3915,-5.535,66.0,0.7480916030534351,343.7513177893392,6.175622640845034,-44.31679389312977,4.75294448988542,0.0,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49019.47856445312
231,native_learned_gate,supported_native_episode_loop,-10202.391,4.384,0.4667,-5.3174,66.0,0.7480916030534351,335.14185112273424,9.184890124372023,-44.49236641221374,4.290716382126527,0.8461538461538461,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.1778144836426
241,native_learned_gate,supported_native_episode_loop,-2795.758,8.528,0.4779,-9.4838,66.0,0.7480916030534351,326.2204480455122,6.993642993862231,-44.38931297709924,4.640631240103601,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.644955444336
251,native_learned_gate,supported_native_episode_loop,-2558.057,3.775,0.3811,-4.5372,66.0,0.7480916030534351,343.1458533036174,7.283128429475142,-44.416030534351144,4.491575095527438,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.132466077804565
261,native_learned_gate,supported_native_episode_loop,-2726.685,7.324,0.4328,-8.1896,66.0,0.7480916030534351,339.7581985558073,7.435604256261981,-44.52671755725191,4.198015242190195,1.0,4971.0,1.0,1.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.7069000244142
271,native_learned_gate,supported_native_episode_loop,-19898.282,19.487,0.4719,-20.430799999999998,66.0,0.7480916030534351,335.05775189800124,4.091879076996294,-44.530534351145036,4.1724540736731415,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35419.846923828125
281,native_learned_gate,supported_native_episode_loop,-15370.924,4.467,0.6436,-5.754199999999999,66.0,0.7480916030534351,335.62251529171874,5.070251806126945,-44.538167938931295,4.134715401658565,0.0,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21057.292114257812
291,native_learned_gate,supported_native_episode_loop,-11423.6,5.475,0.4932,-6.461399999999999,66.0,0.7480916030534351,346.64262206862287,5.3921637258948385,-44.42748091603053,4.483269210578515,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31220.7185546875
301,native_learned_gate,supported_native_episode_loop,-3047.724,6.194,0.5402,-7.2744,66.0,0.7480916030534351,348.81216044941345,12.077030768693481,-32.01526717557252,19.80341736752609,0.5384615384615384,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.6403434753418
311,native_learned_gate,supported_native_episode_loop,-13111.415,5.539,0.5406,-6.6202,66.0,0.7480916030534351,346.49772289198927,10.943637380437341,-40.17175572519084,13.78782389491263,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48331.16552734375
321,native_learned_gate,supported_native_episode_loop,-2833.783,4.792,0.5859,-5.9638,66.0,0.7480916030534351,331.2921035310391,5.039523753001377,-44.50381679389313,4.277357473815105,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28995.077258300782
331,native_learned_gate,supported_native_episode_loop,-3805.524,5.667,0.4203,-6.5076,66.0,0.7480916030534351,343.4336887136594,6.117986494650116,-44.19083969465649,5.139451516488187,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.56106452941896
341,native_learned_gate,supported_native_episode_loop,-17320.165,15.259,0.6436,-16.5462,66.0,0.7480916030534351,328.92179580329326,4.526443329230261,-44.538167938931295,4.160482172865041,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230.390344238282
351,native_learned_gate,supported_native_episode_loop,-16923.804,5.248,0.4705,-6.189,66.0,0.7480916030534351,340.2062035689752,6.179209465014487,-44.30534351145038,4.750079356140639,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.8117141723633
361,native_learned_gate,supported_native_episode_loop,-3028.322,5.679,0.3388,-6.3566,66.0,0.7480916030534351,334.7753804337887,4.9910249685427015,-44.469465648854964,4.372561796136647,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.1463706970215
371,native_learned_gate,supported_native_episode_loop,-2622.083,8.455,0.3905,-9.236,66.0,0.7480916030534351,345.3633992626126,7.169327437662639,-44.25190839694657,4.982172050697761,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.7523658752443
381,native_learned_gate,supported_native_episode_loop,-19766.528,30.268,0.6191,-31.5062,66.0,0.7480916030534351,342.39522418002133,8.063569722860018,-44.43511450381679,4.458629571812913,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71125.962890625
391,native_learned_gate,supported_native_episode_loop,-14583.663,5.774,0.5721,-6.918200000000001,66.0,0.7480916030534351,337.4454423385343,12.110156006892883,-44.13358778625954,5.230680347601268,0.8679309139489686,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.6876693725586
401,native_learned_gate,supported_native_episode_loop,-2755.557,5.076,0.3705,-5.816999999999999,66.0,0.7480916030534351,345.9692827495493,5.294308698344113,-44.270992366412216,4.6354753628550736,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29217.59133300781
411,native_learned_gate,supported_native_episode_loop,-20669.855,16.567,0.4115,-17.39,66.0,0.7480916030534351,337.460874963465,9.737626375685101,-44.47709923664122,4.3682418229466045,0.23076923076923078,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36865.88833007812
421,native_learned_gate,supported_native_episode_loop,-2836.753,4.172,0.5253,-5.2226,66.0,0.7480916030534351,343.1157028919105,8.195238757727164,-44.274809160305345,4.851305695203409,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.7497261047363
431,native_learned_gate,supported_native_episode_loop,-9109.401,5.042,0.4311,-5.9041999999999994,66.0,0.7480916030534351,338.99177726579984,9.11837667761051,-44.51145038167939,4.239700429093315,1.0,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7662.822619628906
441,native_learned_gate,supported_native_episode_loop,-19720.717,40.108,0.2776,-40.663199999999996,66.0,0.7480916030534351,343.5705646904371,9.235224614883668,-44.36259541984733,4.663711392316072,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24352.36591796875
451,native_learned_gate,supported_native_episode_loop,-2703.048,4.442,0.4856,-5.4132,66.0,0.7480916030534351,346.62900130377164,5.0094009581741945,-44.11832061068702,5.274644831235755,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18555.242260742187
461,native_learned_gate,supported_native_episode_loop,-19104.582,6.203,0.364,-6.931,66.0,0.7480916030534351,350.00793102712913,5.695963946173643,-44.4236641221374,4.493410477493363,0.5384615384615384,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7370.966491699219
471,native_learned_gate,supported_native_episode_loop,-19841.365,9.301,0.4813,-10.2636,66.0,0.7480916030534351,337.764455010175,6.946568033790847,-44.270992366412216,4.901222601012377,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.2439086914062
481,native_learned_gate,supported_native_episode_loop,-3103.9,5.213,0.459,-6.131,66.0,0.7480916030534351,340.9708743793591,6.3869020708525435,-44.13740458015267,4.993527656340305,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6852.740100097656
491,native_learned_gate,supported_native_episode_loop,-14491.899,5.198,0.5638,-6.3256000000000006,66.0,0.7480916030534351,338.46175705036745,5.176723030499368,-44.267175572519086,4.979843995657164,0.6923076923076924,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2982.823101806641
501,native_learned_gate,supported_native_episode_loop,-3121.56,4.7,0.4577,-5.6154,66.0,0.7480916030534351,332.9284420751433,10.53261150080067,-44.35496183206107,4.7566701057279985,0.3846153846153846,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13302.846826171875
511,native_learned_gate,supported_native_episode_loop,-2709.404,5.706,0.4824,-6.670800000000001,66.0,0.7480916030534351,339.70220589935406,5.413347004373555,-44.1412213740458,5.308704794942783,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.02182178497316
521,native_learned_gate,supported_native_episode_loop,-18706.819,5.818,0.6446,-7.1072,66.0,0.7480916030534351,332.64764284102756,14.40067239597188,-44.396946564885496,4.360088572027328,0.0,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18728.443591308594
531,native_learned_gate,supported_native_episode_loop,-2820.557,7.353,0.5181,-8.389199999999999,66.0,0.7480916030534351,340.81277395617263,5.743637011683329,-44.41984732824427,4.481436176684767,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8144.853527832031
541,native_learned_gate,supported_native_episode_loop,-15310.671,6.123,0.6089,-7.3408,66.0,0.7480916030534351,337.1873188003025,6.772198203509418,-44.396946564885496,4.5920265933230295,1.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22107.771813964842
551,native_learned_gate,supported_native_episode_loop,-2711.034,6.569,0.4923,-7.5536,66.0,0.7480916030534351,342.91766660178587,6.692828993035914,-44.034351145038165,4.784154363723417,0.9732971731083753,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6076.233323669434
561,native_learned_gate,supported_native_episode_loop,-9305.636,4.889,0.4071,-5.703200000000001,66.0,0.7480916030534351,336.54412968660733,6.80313006040816,-44.465648854961835,4.372533476883643,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31815.38193359375
571,native_learned_gate,supported_native_episode_loop,-8744.783,3.608,0.5909,-4.7898,66.0,0.7480916030534351,329.8682370794942,4.304669235553817,-44.54961832061068,4.126277253949163,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531.301351928711
581,native_learned_gate,supported_native_episode_loop,-18913.932,6.076,0.3642,-6.804399999999999,66.0,0.7480916030534351,340.1699214603458,5.006367024540143,-44.5,4.281818476494403,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.09047851562
591,native_learned_gate,supported_native_episode_loop,-18446.884,4.487,0.5167,-5.5204,66.0,0.7480916030534351,340.4021275428036,4.43285887795203,-44.534351145038165,4.1614327206997945,0.3846153846153846,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254.7808685302734
601,native_learned_gate,supported_native_episode_loop,-13126.662,5.92,0.5112,-6.9424,66.0,0.7480916030534351,345.0466046903576,5.220790760766682,-44.32442748091603,4.796398006059052,1.0,4971.0,1.0,1.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.325927734375
611,native_learned_gate,supported_native_episode_loop,-9242.212,5.507,0.5489,-6.6048,66.0,0.7480916030534351,347.304540734831,6.044236912102664,-44.43893129770992,4.462961610723472,0.23076923076923078,4972.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445.9137115478516
621,native_learned_gate,supported_native_episode_loop,-3019.021,5.311,0.4511,-6.2132,66.0,0.7480916030534351,334.08484742938714,5.764521477289826,-44.14885496183206,5.3756571252808,0.0,4971.0,1.0,1.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2741.63058013916
631,native_learned_gate,supported_native_episode_loop,-3819.147,6.053,0.4931,-7.0392,66.0,0.7480916030534351,349.53388455316,13.58833664313814,-16.400763358778626,34.3369540237777,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8151.254797363281
641,native_learned_gate,supported_native_episode_loop,-17152.751,7.059,0.5275,-8.114,66.0,0.7480916030534351,339.5782865704471,16.06873265201557,-39.30534351145038,12.709251982343499,1.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.324310302734
651,native_learned_gate,supported_native_episode_loop,-18252.562,4.818,0.7198,-6.2576,66.0,0.7480916030534351,334.24147639911587,5.859160378499021,-44.30916030534351,4.957051425686204,0.8461538461538461,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17291.751611328124
661,native_learned_gate,supported_native_episode_loop,-18964.528,7.253,0.4498,-8.1526,66.0,0.7480916030534351,339.80837601727353,4.785650726616384,-44.41984732824427,4.528879676225624,0.0,4970.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.346838378906
671,native_learned_gate,supported_native_episode_loop,-14833.663,28.36,0.3982,-29.156399999999998,66.0,0.7480916030534351,341.9811122387193,4.75482999325053,-44.469465648854964,4.352438872856204,0.5384615384615384,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44317.82861328125
681,native_learned_gate,supported_native_episode_loop,-18408.504,17.284,0.6432,-18.5704,66.0,0.7480916030534351,338.8398951686976,5.010873975688811,-44.461832061068705,4.383834948682797,0.0,4971.0,2.0,2.0,0.9820137900379085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6274.776647949218
