route_id,grouping_type,direction_id,direction_name,stop_sequence,stop_id
MTA NYCT_X37,direction,1,BAY RIDGE SHORE RD via 23 ST via FDR DR,28,MTA_901024
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,0,MTA_308640
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,1,MTA_301604
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,2,MTA_301605
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,3,MTA_301606
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,4,MTA_301607
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,5,MTA_301608
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,6,MTA_307958
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,7,MTA_307780
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,8,MTA_307959
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,9,MTA_307960
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,10,MTA_307961
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,11,MTA_300071
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,12,MTA_300073
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,13,MTA_307078
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,14,MTA_300924
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,15,MTA_402143
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,16,MTA_402145
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,17,MTA_404833
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,18,MTA_404295
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,19,MTA_404877
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,20,MTA_404878
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,21,MTA_404903
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,22,MTA_404879
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,23,MTA_404299
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,24,MTA_450106
MTA NYCT_X37,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,25,MTA_404907
MTA NYCT_B116,direction,0,Q TRAIN TO ATLANTIC AV-BARCLAYS,0,MTA_307642
MTA NYCT_B116,direction,0,Q TRAIN TO ATLANTIC AV-BARCLAYS,1,MTA_303250
MTA NYCT_B116,direction,0,Q TRAIN TO ATLANTIC AV-BARCLAYS,2,MTA_801208
MTA NYCT_B116,direction,1,Q TRAIN TO PROSPECT PARK,0,MTA_801128
MTA NYCT_B116,direction,1,Q TRAIN TO PROSPECT PARK,1,MTA_303300
MTA NYCT_B116,direction,1,Q TRAIN TO PROSPECT PARK,2,MTA_801129
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,0,MTA_803176
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,1,MTA_308664
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,2,MTA_301418
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,3,MTA_308653
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,4,MTA_803168
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,5,MTA_803169
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,6,MTA_803170
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,7,MTA_803171
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,8,MTA_306854
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,9,MTA_306881
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,10,MTA_307600
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,11,MTA_306855
MTA NYCT_B84,direction,0,EAST NEW YORK NEW LOTS STATION,12,MTA_306857
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,0,MTA_306921
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,1,MTA_307098
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,2,MTA_301947
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,3,MTA_307398
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,4,MTA_306847
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,5,MTA_300590
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,6,MTA_308658
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,7,MTA_308659
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,8,MTA_308660
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,9,MTA_803175
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,10,MTA_307649
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,11,MTA_307181
MTA NYCT_B84,direction,1,SPRING CREEK GATEWAY MALL,12,MTA_901273
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,0,MTA_801168
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,1,MTA_801170
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,2,MTA_304083
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,3,MTA_306452
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,4,MTA_304084
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,5,MTA_304085
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,6,MTA_304086
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,7,MTA_306215
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,8,MTA_306216
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,9,MTA_306217
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,10,MTA_306218
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,11,MTA_306219
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,12,MTA_306220
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,13,MTA_306221
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,14,MTA_306222
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,15,MTA_301043
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,16,MTA_301044
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,17,MTA_301960
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,18,MTA_301961
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,19,MTA_301962
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,20,MTA_301963
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,21,MTA_301964
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,22,MTA_301965
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,23,MTA_301966
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,24,MTA_301967
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,25,MTA_308783
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,26,MTA_301384
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,27,MTA_308439
MTA NYCT_B83,direction,0,BROADWAY JCT VAN SINDEREN AV,28,MTA_801064
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,0,MTA_307897
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,1,MTA_304524
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,2,MTA_307925
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,3,MTA_302030
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,4,MTA_302031
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,5,MTA_302032
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,6,MTA_302033
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,7,MTA_302034
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,8,MTA_302035
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,9,MTA_302036
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,10,MTA_307989
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,11,MTA_301141
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,12,MTA_301142
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,13,MTA_301143
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,14,MTA_306255
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,15,MTA_308886
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,16,MTA_306257
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,17,MTA_306258
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,18,MTA_306259
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,19,MTA_306260
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,20,MTA_306261
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,21,MTA_306262
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,22,MTA_304078
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,23,MTA_307539
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,24,MTA_307206
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,25,MTA_307107
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,26,MTA_801171
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,27,MTA_901475
MTA NYCT_B83,direction,1,SPRING CREEK GATEWAY MALL,28,MTA_901080
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,0,MTA_402227
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,1,MTA_404179
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,2,MTA_400134
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,3,MTA_404181
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,4,MTA_405049
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,5,MTA_404183
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,6,MTA_404942
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,7,MTA_402132
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,8,MTA_402134
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,9,MTA_405507
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,10,MTA_305512
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,11,MTA_305513
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,12,MTA_305515
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,13,MTA_300095
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,14,MTA_306822
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,15,MTA_300790
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,16,MTA_300791
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,17,MTA_308097
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,18,MTA_308096
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,19,MTA_300495
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,20,MTA_300496
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,21,MTA_300499
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,22,MTA_300501
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,23,MTA_300503
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,24,MTA_308412
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,25,MTA_308278
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,26,MTA_307923
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,27,MTA_307205
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,28,MTA_302864
MTA NYCT_X38,direction,1,BENSONHURST CROPSEY AV via 23 ST via FDR,29,MTA_901088
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,0,MTA_302869
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,1,MTA_308417
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,2,MTA_306922
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,3,MTA_302794
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,4,MTA_306656
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,5,MTA_302798
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,6,MTA_308592
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,7,MTA_308411
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,8,MTA_300418
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,9,MTA_300420
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,10,MTA_300422
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,11,MTA_300424
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,12,MTA_308595
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,13,MTA_307957
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,14,MTA_307956
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,15,MTA_300914
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,16,MTA_300915
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,17,MTA_305500
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,18,MTA_300044
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,19,MTA_305503
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,20,MTA_305505
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,21,MTA_402143
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,22,MTA_402145
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,23,MTA_404833
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,24,MTA_404295
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,25,MTA_404877
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,26,MTA_404878
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,27,MTA_400191
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,28,MTA_404879
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,29,MTA_404299
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,30,MTA_450106
MTA NYCT_X38,direction,0,MIDTOWN 57 ST via FDR-23 ST via MADISON,31,MTA_404907
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,0,MTA_503406
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,1,MTA_504540
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,2,MTA_505329
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,3,MTA_503932
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,4,MTA_502145
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,5,MTA_503184
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,6,MTA_504198
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,7,MTA_504199
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,8,MTA_504080
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,9,MTA_503416
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,10,MTA_503418
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,11,MTA_503420
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,12,MTA_505486
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,13,MTA_503424
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,14,MTA_503427
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,15,MTA_503429
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,16,MTA_503431
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,17,MTA_503434
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,18,MTA_503435
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,19,MTA_503437
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,20,MTA_503439
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,21,MTA_503441
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,22,MTA_505485
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,23,MTA_304624
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,24,MTA_304625
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,25,MTA_306362
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,26,MTA_308161
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,27,MTA_304628
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,28,MTA_304629
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,29,MTA_304631
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,30,MTA_304632
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,31,MTA_304633
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,32,MTA_304634
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,33,MTA_304635
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,34,MTA_304636
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,35,MTA_307859
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,36,MTA_307704
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,37,MTA_301384
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,38,MTA_308439
MTA NYCT_Q56,direction,1,BROADWAY JUNCTION via JAMAICA AV,39,MTA_801063
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,0,MTA_307897
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,1,MTA_304524
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,2,MTA_304525
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,3,MTA_304526
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,4,MTA_304527
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,5,MTA_304528
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,6,MTA_304529
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,7,MTA_304530
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,8,MTA_304531
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,9,MTA_304532
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,10,MTA_304533
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,11,MTA_304534
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,12,MTA_304535
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,13,MTA_304536
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,14,MTA_301493
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,15,MTA_301494
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,16,MTA_304539
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,17,MTA_304540
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,18,MTA_307777
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,19,MTA_503378
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,20,MTA_503379
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,21,MTA_503381
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,22,MTA_503384
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,23,MTA_503385
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,24,MTA_503387
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,25,MTA_503389
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,26,MTA_503390
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,27,MTA_503392
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,28,MTA_503394
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,29,MTA_503396
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,30,MTA_503397
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,31,MTA_503399
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,32,MTA_503402
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,33,MTA_503825
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,34,MTA_504196
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,35,MTA_503727
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,36,MTA_504984
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,37,MTA_505257
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,38,MTA_503938
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,39,MTA_503614
MTA NYCT_Q56,direction,0,JAMAICA 170 ST via JAMAICA AV,40,MTA_501422
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,0,MTA_202881
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,1,MTA_905003
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,2,MTA_201542
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,3,MTA_201546
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,4,MTA_201548
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,5,MTA_201552
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,6,MTA_201556
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,7,MTA_201558
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,8,MTA_201562
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,9,MTA_200434
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,10,MTA_201566
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,11,MTA_201567
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,12,MTA_201568
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,13,MTA_201569
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,14,MTA_201570
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,15,MTA_201571
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,16,MTA_201572
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,17,MTA_202985
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,18,MTA_201574
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,19,MTA_201576
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,20,MTA_203418
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,21,MTA_203419
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,22,MTA_203402
MTA NYCT_S98,direction,1,LIMITED MARINERS HARBOR via FOREST,23,MTA_203423
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,0,MTA_203420
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,1,MTA_203427
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,2,MTA_202809
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,3,MTA_202823
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,4,MTA_202824
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,5,MTA_203087
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,6,MTA_202830
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,7,MTA_203730
MTA NYCT_S98,direction,0,LIMITED ST GEORGE via FOREST,8,MTA_201484
