agency_id,route_id,short_name,long_name,description,route_type,color,text_color
MTA NYCT,MTA NYCT_M7,M7,Harlem - 14th Street,via Columbus / Amsterdam / 6 & 7 Av / Bway,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_M8,M8,West Village - East Village,via 8 & 9 St Crosstown,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_M42,M42,United Nations - W 42 St Pier,via 42nd St Crosstown,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_M9,M9,Battery Park City - Kips Bay,via Avenue C / E Broadway,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_M1,M1,Harlem - East Village,via 5th Av / Madison Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_M2,M2,Washington Heights - East Village,via 5th Av / Madison Av / AC Powell Blvd,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_M3,M3,Fort George - East Village,via 5th Av / Madison Av / St Nicholas Av,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_M4,M4,The Cloisters - 32 St,via 5th Av / Madison Av / Broadway / Ft.Washington Av,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_M5,M5,George Washington Bridge - 31 St & 6 Av,via 5th Av / Av of Americas / Riverside Dr,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_T260,T260,7 Shuttle Bus - Times Square - Hudson Yards,via 42 St,711,00933C,FFFFFF
MTA NYCT,MTA NYCT_M55,M55,W 44 St  - South Ferry,via 5 Av & 6 Av,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_M57,M57,East Side - West Side,via 57th St Crosstown,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_BX6+,Bx6-SBS,Hunts Point - Riverside Dr,Select Bus Service via E 161st St / E 163rd St / W 155 St,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_M50,M50,W 42 St Pier - East Side,via 49th St / 50th St Crosstown,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_BX95,BX95,4 Shuttle Bus - Kingsbridge Rd and Woodlawn,,711,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_SIM4C,SIM4C,Huguenot - Manhattan Express,via Richmond Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_M66,M66,East Side - Lincoln Center,via 65th & 68th St (East) / 67th & 66th St (West),3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_BX92,BX92,2 Shuttle Bus - 135 St and 3 Av-149 St,via 145 St/149 St/3 Av,711,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_QM68,QM68,Floral Park - Midtown Express,via Hillside Av / Queens Bl / Madison Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B20,B20,Ridgewood - Spring Creek,via Pennsylvania Av / Decatur St,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_QM63,QM63,Rosedale - Midtown Express,via Madison Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_Q1,Q1,Bellerose - Jamaica,via Springfield Blvd / Braddock Av / Hillside Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_QM64,QM64,Elmont - Midtown Express,via Madison Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B11,B11,Sunset Park - Midwood,via 49th & 50th St / Avenue J,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_B13,B13,Spring Creek - Wyckoff Hospital,via Crescent St / Jamaica Av / Wyckoff Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_B12,B12,Lefferts Gardens - East New York,via Clarkson Av / Empire Blvd / East New York Av,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B15,B15,Bedford Stuyvesant - JFK AirTrain,via Marcus Garvey Blvd / New Lots Av,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_B14,B14,Spring Creek - Crown Heights,via Sutter Av / Pitkin Av,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_B17,B17,Canarsie - Crown Heights,via Remsen Av / Seaview Av,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_M72,M72,East Side - West Side,via 72nd St Crosstown,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B16,B16,Bay Ridge - Lefferts Gardens,via Ft Hamilton Pkwy / 13th & 14th Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_Q121,Q121,A Shuttle Bus - Howard Beach and Far Rockaway,via Beach Channel Dr,711,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B31,B31,Gerritsen Beach - Kings Hwy Station,via Gerritsen Av / Avenue R,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_S42,S42,St. George - Clyde Place,via St Marks Pl / Jersey St,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_S44,S44,St. George - Staten Island Mall,via Richmond Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_S46,S46,St. George - West Shore Plaza,via Castleton Av,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_S48,S48,St. George - Mariners Harbor,via Forest Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_SIM35,SIM35,Port Richmond - Lower Manhattan Express,via Clove Rd,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_S40,S40,St. George - Amazon,via Richmond Terrace,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_Q2,Q2,Queens Village - Jamaica,via Hollis Av / Hillside Av,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_SIM31,SIM31,Eltingville - Midtown Manhattan Express,via Forest Hill Rd,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_Q3,Q3,Jamaica - JFK Airport,via Farmers Blvd / Hillside Av,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_SIM32,SIM32,Travis - Lower Manhattan Express,via N Gannon Av / Victory Bl,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B24,B24,Williamsburg - Greenpoint,via Greenpoint Av & 48th St / Meeker Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_M34A+,M34A-SBS,Waterside - Port Authority Terminal,Select Bus Service via 34th St Crosstown,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_Q4,Q4,Cambria Heights - Jamaica,via Linden Blvd / Merrick Blvd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_SIM33,SIM33,Mariners Harbor - Manhattan Express,via N Gannon Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_Q5,Q5,Laurelton - Jamaica,via Merrick Blvd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_SIM34,SIM34,Mariners Harbor - Lower Manhattan Express,via Watchogue Rd,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B26,B26,Downtown Brooklyn - Ridgewood,via Halsey St / Fulton St,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_B25,B25,Dwntn Bklyn & DUMBO - Broadway Junction,via Fulton St,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B44+,B44-SBS,Sheepshead Bay - Williamsburg,Select Bus Service via Nostrand Av,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_SIM30,SIM30,Sunnyside - Midtown Manhattan Express,via Forest Av,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B42,B42,Canarsie Pier - Rockaway Parkway Station,via Rockaway Pkwy,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_B41,B41,Kings Plaza - Downtown Brooklyn,via Flatbush Av / Livingston St,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_M79+,M79-SBS,Yorkville - West Side,Select Bus Service via 79th St Crosstown,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_B3,B3,Bensonhurst - Bergen Beach,via Avenue U,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q12,Q12,Little Neck - Flushing,via Northern Blvd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_S54,S54,West New Brighton - Eltingville,via Manor Rd,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_B4,B4,Bay Ridge - Sheepshead Bay,via Bay Ridge Pkwy / 86th St / Avenue Z,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_S53,S53,Port Richmond - Bay Ridge,via Verrazano-Narrows Bridge / Clove Rd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q14,Q14,East Elmhurst - Ridgewood,via Eliot Av,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_S56,S56,Huguenot - Staten Island Mall,via Richmond Av / Arthur Kill Rd / Foster Rd,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_SIM3C,SIM3C,Pt. Richmond - Manhattan Express,via Watchogue Rd,3,00933C,FFFFFF
MTA NYCT,MTA NYCT_B6,B6,Bath Beach - East New York,via Bay Pkwy / Avenue J / Flatlands Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q13,Q13,Fort Totten - Flushing,via Northern Blvd / Bell Blvd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_S55,S55,Rossville - Staten Island Mall,via Bloomingdale Rd / Annadale Rd / Richmond Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_B7,B7,Midwood - Bedford-Stuyvesant,via Kings Hwy / Saratoga Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q16,Q16,Fort Totten - Flushing,via Bayside Av / Utopia Parkway,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_B8,B8,Dyker Heights - East Flatbush,via 18th Av / Foster Av / Avenue D,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_Q15,Q15,Flushing - Beechhurst,via 150th St / 10th Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_S57,S57,Port Richmond - New Dorp,via Rockland Av / Brielle Av / Bradley Av,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B9,B9,Bay Ridge - Kings Plaza,via 60th St / Avenue M,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q17,Q17,Flushing - Jamaica,via Kissena Blvd / Horace Harding Expwy / 188th St / Hillside Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_S59,S59,Port Richmond - Tottenville,via Richmond Av,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_M96,M96,East Side - West Side,via 96th St Crosstown,3,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_M98,M98,Washington Heights - Upper East Side LTD,via Harlem River Dr / Lexington / 3rd,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_Q109,Q109,A Shuttle Bus - Howard Beach and Beach 67 Street,via Rockaway Beach Blvd,711,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B1,B1,Bay Ridge - Manhattan Beach,via 86th St / Ocean Pkwy,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_S52,S52,St. George - Staten Island Univ. Hospital,via Tompkins Av / Cebra Av / Jersey St,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_B2,B2,Kings Hwy Station - Kings Plaza,via Avenue R / Avenue S,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_S51,S51,St. George - Grant City,via Bay St / Father Capodanno Blvd,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_Q108,Q108,N Shuttle Bus - 39 Av - Queens Plaza,via Jackson Av,711,6CBE45,FFFFFF
MTA NYCT,MTA NYCT_B32,B32,Williamsburg - Long Island City,via Kent Av / Wythe Av,3,006CB7,FFFFFF
MTA NYCT,MTA NYCT_M90,M90,M Shuttle Bus - Metropolitan Av - Myrtle Av,via Myrtle Av,711,EE352E,FFFFFF
MTA NYCT,MTA NYCT_B35,B35,Brownsville - Sunset Park,via Church Av / 39th St,3,EE352E,FFFFFF
MTA NYCT,MTA NYCT_B37,B37,Downtown Brooklyn - Bay Ridge,via 3rd Av,3,B933AD,FFFFFF
MTA NYCT,MTA NYCT_B36,B36,Sheepshead Bay - Coney Island,via Avenue Z / Surf Av,3,FAA61A,FFFFFF
MTA NYCT,MTA NYCT_B39,B39,Williamsburg Bridge Plaza - Lower East Side,via Williamsburg Bridge / Delancey St,3,00AEEF,FFFFFF
MTA NYCT,MTA NYCT_B38,B38,Ridgewood - Downtown Brooklyn,via DeKalb & Lafayette Av,3,00AEEF,FFFFFF
MTABC,MTABC_Q64,Q64,Electchester - Forest Hills,Via Jewel Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q63,Q63,Flushing - Long Island City Rush,Via Northern Blvd / Jackson Av,3,B933AD,FFFFFF
MTABC,MTABC_Q60,Q60,Queens Blvd. - East Midtown,Via Queens Blvd.,3,FAA61A,FFFFFF
MTABC,MTABC_Q69,Q69,East Elmhurst - Long Island City,Via 21 St / Ditmars Blvd,3,FAA61A,FFFFFF
MTABC,MTABC_Q66,Q66,Flushing - Long Island City,Via Northern Blvd / 21 St,3,FAA61A,FFFFFF
MTABC,MTABC_Q65,Q65,Flushing - Jamaica,Via Sanford Av / 164 St,3,FAA61A,FFFFFF
MTABC,MTABC_Q51,Q51,Linden Blvd Limited,Via Linden Bl.,3,EE352E,FFFFFF
MTABC,MTABC_Q50,Q50,Co-Op City/Pelham Bay - Flushing Ltd,,3,EE352E,FFFFFF
MTABC,MTABC_BX23,Bx23,Pelham Bay - Co-Op City,,3,B933AD,FFFFFF
MTABC,MTABC_Q40,Q40,South Ozone Park - Jamaica,Via 142 St.,3,B933AD,FFFFFF
MTABC,MTABC_Q41,Q41,Jamaica - Howard Beach,,3,FAA61A,FFFFFF
MTABC,MTABC_Q47,Q47,East Elmhurst - Glendale,Via 80 St / 74 & 75 Sts / 23 Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q49,Q49,East Elmhurst - Jackson Heights,Via 35 Av / 89 & 92 Sts / Astoria Blvd,3,FAA61A,FFFFFF
MTABC,MTABC_QM17,QM17,Far Rockaway - Midtown Express,,3,00933C,FFFFFF
MTABC,MTABC_QM18,QM18,South Ozone Park - Midtown Express,,3,00933C,FFFFFF
MTABC,MTABC_QM15,QM15,Lindenwood - Midtown Express,,3,00933C,FFFFFF
MTABC,MTABC_QM16,QM16,Neponsit - Midtown Express,,3,00933C,FFFFFF
MTABC,MTABC_QM10,QM10,Lefrak City - Midtown Express,Via 63 Rd / 57 Av / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_Q52+,Q52-SBS,Elmhurst - Arverne Sbs Vis Woodhaven/Cross Bay,Via Woodhaven Bl. - Cross Bay Bl.,3,006CB7,FFFFFF
MTABC,MTABC_QM11,QM11,Forest Hills - Downtown Express,Via Queens Blvd / 63 Rd / 57 Av,3,00933C,FFFFFF
MTABC,MTABC_QM12,QM12,Forest Hills - Midtown Express,Via Yellowstone Blvd / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_Q37,Q37,Kew Gardens - South Ozone Park,,3,00AEEF,FFFFFF
MTABC,MTABC_Q33,Q33,Marine Air Terminal Lga-Jackson Heights,Via Roosevelt Av / 82 & 83 Sts,3,FAA61A,FFFFFF
MTABC,MTABC_Q32,Q32,Jackson Heights - Penn Station (Midtown),Via Roosevelt Av / Queens Blvd / 5 Av / Madison Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q35,Q35,Rockaway Park - Midwood / Brooklyn Coll.,Via Rockaway Beach Bl. - Flatbush Av.,3,006CB7,FFFFFF
MTABC,MTABC_QM20,QM20,Bay Terrace - Midtown Express,Via 26 Av / Utopia Pkwy / Willets Point Blvd / Mitchell Gardens,3,00933C,FFFFFF
MTABC,MTABC_QM21,QM21,Rochdale Village - Midtown Exp.,Via Brewer Bl. / Linden Bl.,3,00933C,FFFFFF
MTABC,MTABC_QM24,QM24,Glendale - Midtown Express,Via Myrtle Av / Fresh Pond Rd / Eliot Av,3,00933C,FFFFFF
MTABC,MTABC_Q53+,Q53-SBS,Woodside - Rockaway Park,Via Broadway / Queens Blvd / Woodhaven Blvd / Cross Bay Blvd,3,006CB7,FFFFFF
MTABC,MTABC_QM25,QM25,Glendale - Downtown Express,Via Myrtle Av / Fresh Pond Rd / Eliot Av,3,00933C,FFFFFF
MTABC,MTABC_BXM11,BxM11,Wakefield - Midtown,Via White Plains Rd / 5Th & Madison Av,3,00933C,FFFFFF
MTABC,MTABC_BXM10,BxM10,Williamsbridge/Morris Park - Midtown,,3,00933C,FFFFFF
MTABC,MTABC_BM4,BM4,Gerritsen Beach - Downtown/Midtown,,3,00933C,FFFFFF
MTABC,MTABC_B100,B100,Mill Basin - Midwood,Via Fillmore Av / Quentin Rd,3,B933AD,FFFFFF
MTABC,MTABC_BM3,BM3,Sheepshead Bay - Downtown/Midtown,Via Sheepshead Bay / Ocean Ave / Cortelyou Rd,3,00933C,FFFFFF
MTABC,MTABC_BM5,BM5,Spring Creek - Midtown,Via Pennsylvania Av / Linden Blvd / Woodhaven Blvd,3,00933C,FFFFFF
MTABC,MTABC_B103,B103,Canarsie - Downtown Brooklyn Ltd,,3,FAA61A,FFFFFF
MTABC,MTABC_Q70+,Q70-SBS,LaGuardia Link,"Woodside Lirr, Jackson Heights E F M R 7 Subway, Laguardia Airport",3,006CB7,FFFFFF
MTABC,MTABC_BXM18,BxM18,Riverdale - Downtown,Via Riverdale / H. Hudsn / Bway & Trnty,3,00933C,FFFFFF
MTABC,MTABC_BM2,BM2,Canarsie/Spring Creek - Downtown/Midtown,Via Ave M/ Ave H / Cortelyou Rd,3,00933C,FFFFFF
MTABC,MTABC_BM1,BM1,Mill Basin - Downtown/Midtown,Via E 66 St / Ave K / Ocean Av / Cortelyou Rd,3,00933C,FFFFFF
MTABC,MTABC_Q80,Q80,Jfk Airtrain - Kew Gardens Via Lefferts,,3,EE352E,FFFFFF
MTABC,MTABC_Q72,Q72,Laguardia Airport - Rego Park,Via Junction Blvd,3,FAA61A,FFFFFF
MTABC,MTABC_Q74,Q74,Forest Hills - Qcc Ltd,Via Jewel Av / Horace Harding Expwy,3,EE352E,FFFFFF
MTABC,MTABC_Q101,Q101,Steinway - Hunters Point,Via Steinway St / Jackson Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q100,Q100,Rikers Island - Long Island City Ltd,Via 21 St,3,EE352E,FFFFFF
MTABC,MTABC_Q103,Q103,Astoria - Hunters Point,Via Vernon Blvd / 21 St,3,FAA61A,FFFFFF
MTABC,MTABC_Q102,Q102,Roosevelt Island - Long Island City,Via 36 Av / 31 St / Jackson Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q104,Q104,Astoria - Sunnyside,Via Broadway / 48 St,3,FAA61A,FFFFFF
MTABC,MTABC_Q112,Q112,Jamaica - East Ny,Via Liberty Ave.,3,EE352E,FFFFFF
MTABC,MTABC_Q111,Q111,Rosedale - Jamaica Rush,Via Brewer Bl. / 147 Av.,3,B933AD,FFFFFF
MTABC,MTABC_Q114,Q114,Far Rockaway - Jamaica Rush,Via Brewer Bl. / Rockaway Tpke.,3,B933AD,FFFFFF
MTABC,MTABC_Q113,Q113,Far Rockaway - Jamaica Limited,Via Brewer Blvd / Rockaway Blvd / Nassau Expwy,3,EE352E,FFFFFF
MTABC,MTABC_Q115,Q115,Brewer Blvd. Local,Via Brewer Bl.,3,EE352E,FFFFFF
MTABC,MTABC_Q110,Q110,Jamaica Avenue East,Via Jamaica Av.,3,FAA61A,FFFFFF
MTABC,MTABC_QM1,QM1,Fresh Meadows - Midtown Express,Via 188 St / Union Turnpike / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_QM2,QM2,Bay Terrace - Midtown Express,Via Cross Island Pkwy / Whitestone Expwy / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_QM8,QM8,Glen Oaks - Downtown Express,Via Horace Harding Expwy / 73 Av / Union Turnpike,3,00933C,FFFFFF
MTABC,MTABC_QM5,QM5,Glen Oaks - Midtown Express,Via Horace Harding Expwy / 73 Av / Union Turnpike / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_QM4,QM4,Electchester - Midtown Express,Via Jewel Av / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_QM7,QM7,Fresh Meadows - Downtown Express,Via 188 St / Union Turnpike,3,00933C,FFFFFF
MTABC,MTABC_QM6,QM6,Lake Success - Midtown Express,Via North Shore Towers / Union Turnpike / 6 Av,3,00933C,FFFFFF
MTABC,MTABC_BXM2,BxM2,Riverdale - West Midtown,Via Riverdale / H. Hudson / 6Th & 7Th Av,3,00933C,FFFFFF
MTABC,MTABC_BXM1,BxM1,Riverdale - East Midtown,Via Riverdale / H. Hudson / Lex & 3 Av,3,00933C,FFFFFF
MTABC,MTABC_BXM6,BxM6,Parkchester - Midtown,,3,00933C,FFFFFF
MTABC,MTABC_BXM4,BxM4,Woodlawn - Midtown,Via Katonah Av / Grand Concourse,3,00933C,FFFFFF
MTABC,MTABC_BXM3,BxM3,Yonkers - Midtown,Via Bway / Sedgwick Av / 5Th & Madison,3,00933C,FFFFFF
MTABC,MTABC_BXM9,BxM9,Throgs Neck - Midtown Express,Via Edgewater Pk / Throgs Neck / Schuylerville,3,00933C,FFFFFF
MTABC,MTABC_BXM8,BxM8,Pelham Bay/City Island - Midtown,,3,00933C,FFFFFF
MTABC,MTABC_BXM7,BxM7,Co-Op City - Midtown,,3,00933C,FFFFFF
MTABC,MTABC_Q26,Q26,College Point - Fresh Meadows,Via College Point Blvd / Parsons Blvd / 46 Av,3,FAA61A,FFFFFF
MTABC,MTABC_Q25,Q25,College Point - Jamaica,Via Parsons Blvd / Kissena Blvd / 127 St,3,FAA61A,FFFFFF
MTABC,MTABC_Q28,Q28,Flushing - Bay Terrace Rush,Via Northern Blvd / Francis Lewis Blvd / Crocheron Av,3,B933AD,FFFFFF
MTABC,MTABC_Q22,Q22,Rockaway Beach Bl / Beach Channel Dr,Via Rockaway Beach Bl. - Beach Channel Dr.,3,EE352E,FFFFFF
MTABC,MTABC_Q23,Q23,East Elmhurst - Forest Hills,Via 108 St,3,FAA61A,FFFFFF
MTABC,MTABC_QM31,QM31,Fresh Meadows - Midtown Express,Via 188 St / Union Turnpike / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM32,QM32,Bay Terrace - Midtown Express,Via Cross Island Pkwy / Whitestone Expwy / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM35,QM35,Glen Oaks - Midtown Express,Via Horace Harding Expwy / 73 Av / Union Turnpike / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM36,QM36,Lake Success - Midtown Express,Via North Shore Towers / Union Turnpike / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM34,QM34,Glendale - Midtown Express,Via Myrtle Av / Fresh Pond Rd / Eliot Av,3,00933C,FFFFFF
MTABC,MTABC_Q11,Q11,Howard Beach - Elmhurst,Via Cross Bay Bl. - Woodhaven Bl.,3,6CBE45,FFFFFF
MTABC,MTABC_Q10,Q10,Jfk Airtrain - Kew Gardens Via Rockaway,,3,FAA61A,FFFFFF
MTABC,MTABC_Q19,Q19,Flushing - Astoria,Via Astoria Blvd,3,FAA61A,FFFFFF
MTABC,MTABC_Q18,Q18,Astoria - Maspeth,Via 30 Av,3,FAA61A,FFFFFF
MTABC,MTABC_QM42,QM42,Forest Hills - Midtown Express,Via Yellowstone Blvd / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM40,QM40,Lefrak City - Midtown Express,Via 63 Rd / 57 Av / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_QM44,QM44,Electchester - Midtown Express,Via Jewel Av / 3 Av,3,00933C,FFFFFF
MTABC,MTABC_Q06,Q6,Jamaica - Sutphin Blvd - Jfk Cargo Area,Via Sutphin Bl. - Rockaway Bl.,3,EE352E,FFFFFF
MTABC,MTABC_Q08,Q8,Gateway Mall / East Ny - Jamaica,Via 101 Av.,3,EE352E,FFFFFF
MTABC,MTABC_Q07,Q7,Cypress Hills - Rockaway Blvd - Jfk Travel Plz.,Via Rockaway Bl.,3,FAA61A,FFFFFF
MTABC,MTABC_Q09,Q9,Jamaica - South Ozone Park,Via Lincoln St. - 130 St.,3,B933AD,FFFFFF
MTABC,MTABC_QM65,QM65,Laurelton-Rochdale-Lower Manhattan,Via Merrick Bl. - Brewer Bl. - Linden Bl.,3,00933C,FFFFFF
