seed,variant,status,ep_reward,avg_wait_min,headway_cv,score,upper_plan_decisions,upper_plan_reuse_ratio,upper_plan_target_mean,upper_plan_target_std,terminal_launch_shift_mean,terminal_launch_shift_std,freq_promotion_strength,shared_ppo_lower_samples,shared_ppo_gate_evaluations,shared_ppo_gate_replans,shared_ppo_target_headway_guard_rejects,shared_ppo_target_headway_project_count,shared_ppo_target_headway_project_correction_mean_s,shared_ppo_pressure_guard_rejects,shared_ppo_soft_pressure_cap_count,shared_ppo_soft_pressure_cap_scale_mean,shared_ppo_reward_floor_guard_rejects,shared_ppo_confirm_guard_rejects,shared_ppo_value_guard_rejects,shared_ppo_throughput_guard_rejects,shared_ppo_throughput_floor_project_count,shared_ppo_throughput_floor_delta_fraction_mean,shared_ppo_adaptive_drift_guard_rejects,shared_ppo_gap_risk_guard_rejects,shared_ppo_active_target_headway_floor_rejects,shared_ppo_target_headway_floor_rejects,shared_ppo_base_delta_guard_rejects,shared_ppo_final_delta_guard_rejects,shared_ppo_final_delta_floor_rejects,shared_ppo_gate_value_mean,shared_ppo_wait_replan_count,shared_ppo_wait_replan_pressure_mean,shared_ppo_wait_replan_shift_pressure_mean,shared_ppo_wait_replan_gap_ratio_mean,shared_ppo_wait_replan_gap_risk_scale_mean,shared_ppo_wait_replan_adaptive_drift_scale_mean,shared_ppo_wait_replan_adaptive_drift_hf_to_lf_mean,shared_ppo_wait_replan_throughput_score_mean,shared_ppo_wait_replan_throughput_floor_delta_fraction_mean,shared_ppo_wait_replan_reward_floor_score_mean,shared_ppo_wait_replan_value_guard_score_mean,shared_ppo_wait_replan_value_guard_scale_mean,shared_ppo_wait_replan_value_guard_candidate_count_mean,shared_ppo_promotion_wait_credit_granted,shared_ppo_promotion_wait_credit_consumed,shared_ppo_promotion_wait_credit_budget,shared_ppo_promotion_wait_credit_events,shared_ppo_adaptive_lower_drift_penalty_scale_mean,shared_ppo_adaptive_lower_drift_penalty_hf_to_lf_mean,shared_ppo_lower_hf_wait_prior_scale_mean,shared_ppo_lower_hf_wait_prior_load_mean,shared_ppo_lower_hf_wait_prior_queue_mean,shared_ppo_lower_hf_wait_prior_schedule_slack_mean,shared_ppo_wait_replan_pressure_override_count,shared_ppo_wait_replan_pressure_override_mean,shared_ppo_wait_replan_same_hold_mean,shared_ppo_wait_replan_same_wait_mean,shared_ppo_wait_replan_shift_mean_s,shared_ppo_wait_replan_shift_abs_mean_s,shared_ppo_wait_replan_actor_base_used_mean,shared_ppo_wait_replan_base_delta_abs_mean_s,shared_ppo_wait_replan_final_delta_abs_mean_s,freq_wait_lower_improvement_credit_mean,freq_wait_lower_net_mean,shared_ppo_loss,promotion_raw_ep_reward,promotion_raw_avg_wait_min,promotion_raw_score,promotion_outcome_adjusted,promotion_outcome_adjustment_signal,promotion_outcome_reward_gain,promotion_outcome_wait_reduction_min,promotion_counterfactual_gate_evaluations,promotion_counterfactual_gate_replans,promotion_counterfactual_shift_mean_s,cfg_lower_hf_wait_action_gain_s,promotion_outcome_boundary,cfg_adaptive_lower_drift_penalty_gain,cfg_adaptive_lower_drift_penalty_min_scale,cfg_learned_promotion_gate,cfg_lower_hf_wait_context_dim,cfg_lower_hf_wait_load_damping_weight,cfg_lower_hf_wait_max_scale,cfg_lower_hf_wait_min_scale,cfg_lower_hf_wait_queue_boost_weight,cfg_lower_hf_wait_schedule_slack_damping_weight,cfg_promotion_gate_age_min,cfg_promotion_gate_cooldown_s,cfg_promotion_gate_low_signal_min,cfg_promotion_gate_max_hf_to_lf_ratio,cfg_promotion_gate_max_replans,cfg_promotion_gate_min_elapsed_s,cfg_promotion_gate_plan_blend,cfg_promotion_gate_preselect_action,cfg_promotion_gate_strength_min,cfg_promotion_gate_threshold,cfg_promotion_gate_wait_pressure_override,cfg_promotion_gate_wait_pressure_override_min,cfg_promotion_replan_active_target_headway_min_s,cfg_promotion_replan_actor_base_trust_s,cfg_promotion_replan_adaptive_drift_accept_min_scale,cfg_promotion_replan_adaptive_drift_penalty_gain,cfg_promotion_replan_adaptive_drift_penalty_min_scale,cfg_promotion_replan_base_action,cfg_promotion_replan_base_delta_abs_max_s,cfg_promotion_replan_confirm_min_low_signal,cfg_promotion_replan_confirm_min_strength,cfg_promotion_replan_final_delta_abs_max_s,cfg_promotion_replan_final_delta_abs_min_s,cfg_promotion_replan_frequency_weight,cfg_promotion_replan_gap_guard_max_ratio,cfg_promotion_replan_gap_guard_min_ratio,cfg_promotion_replan_gap_risk_accept_max_scale,cfg_promotion_replan_gap_risk_cap_full,cfg_promotion_replan_gap_risk_cap_start,cfg_promotion_replan_hold_guard_weight,cfg_promotion_replan_max_pressure,cfg_promotion_replan_max_shift_s,cfg_promotion_replan_min_pressure,cfg_promotion_replan_policy,cfg_promotion_replan_project_target_headway,cfg_promotion_replan_require_shift,cfg_promotion_replan_reward_floor_action_cost,cfg_promotion_replan_reward_floor_fleet_weight,cfg_promotion_replan_reward_floor_gap_cost,cfg_promotion_replan_reward_floor_hold_cost,cfg_promotion_replan_reward_floor_min_score,cfg_promotion_replan_reward_floor_target_weight,cfg_promotion_replan_reward_floor_throughput_weight,cfg_promotion_replan_reward_floor_wait_weight,cfg_promotion_replan_same_hold_max,cfg_promotion_replan_same_wait_max,cfg_promotion_replan_same_wait_min,cfg_promotion_replan_shift_sign,cfg_promotion_replan_soft_pressure_cap,cfg_promotion_replan_state_wait_weight,cfg_promotion_replan_target_headway_max_s,cfg_promotion_replan_target_headway_min_s,cfg_promotion_replan_target_headway_project_margin_s,cfg_promotion_replan_terminal_early_cap_s,cfg_promotion_replan_terminal_early_relax,cfg_promotion_replan_throughput_floor_fleet_util_max,cfg_promotion_replan_throughput_floor_min_delta_fraction,cfg_promotion_replan_throughput_floor_min_score,cfg_promotion_replan_throughput_floor_same_hold_max,cfg_promotion_replan_throughput_guard_min_score,cfg_promotion_replan_value_guard_candidate_scales,cfg_promotion_replan_value_guard_min_score,cfg_promotion_replan_wait_credit_clip,cfg_promotion_replan_wait_credit_weight,cfg_promotion_replan_wait_gain_s,cfg_stress_profile
3331,native_wait_aware_replan,supported_native_episode_loop,4171.56,6.142,0.5845,-7.311,66.0,0.7480916030534351,342.0974327235959,7.7531924180965355,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.995366380772509,5.993612350435671,6487.788391113281,4171.56,6.142,-7.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3341,native_wait_aware_replan,supported_native_episode_loop,10172.186,3.324,0.4183,-4.1606,66.0,0.7480916030534351,335.5242269574231,6.866843205267961,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.737106903561368,3.7361749352739744,43253.31430664063,10172.186,3.324,-4.1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3351,native_wait_aware_replan,supported_native_episode_loop,9274.173,4.321,0.2751,-4.8712,66.0,0.7480916030534351,340.28166111540855,6.442616010797996,0.0,0.0,0.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544650992328179,4.543484016258293,67546.23857421875,9274.173,4.321,-4.8712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3361,native_wait_aware_replan,supported_native_episode_loop,9138.19865121334,22.020115838855816,0.5676,-15.972475497504487,66.0,0.7480916030534351,340.66111918936554,4.865768551975079,0.0,0.0,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283053298243208,5.278446947072906,63610.67607421875,9131.246,22.053,-23.188200000000002,1.0,0.9395474612624369,6.952651213342033,0.0328841611441853,1.0,1.0,-1.2214116996411681,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3371,native_wait_aware_replan,supported_native_episode_loop,7493.636322440064,4.461503204675375,0.4979,-0.10650319733948374,66.0,0.7480916030534351,333.71167283774037,5.172666962107866,0.0,0.0,0.823851442840648,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842834235591722,6.841672711398149,9062.2998046875,7488.457,4.486,-5.4818,1.0,0.6999084378464213,5.179322440063518,0.02449679532462475,1.0,1.0,-0.9098809692003478,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3381,native_wait_aware_replan,supported_native_episode_loop,-2230.601,3.444,0.383,-4.21,66.0,0.7480916030534351,339.6201298653776,7.54957399364105,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.119776373228636,4.118757336771463,8407.764471435547,-2230.601,3.444,-4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3391,native_wait_aware_replan,supported_native_episode_loop,13359.826,4.404,0.4921,-5.388199999999999,66.0,0.7480916030534351,336.55309664086906,8.011304733063868,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.748055946175089,6.747218489388439,9118.199841308593,13359.826,4.404,-5.388199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3401,native_wait_aware_replan,supported_native_episode_loop,6525.629029000001,3.2951370250000003,0.5327,-1.3324671999999995,66.0,0.7480916030534351,337.49136856400025,7.650326465257837,0.003816793893129771,0.061662192448105,0.3846153846153846,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9224018708561803,3.9217533435373437,84541.77299804687,6522.698,3.309,-4.3744,1.0,0.396085,2.931029,0.013862975000000001,1.0,1.0,-0.5149105,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3411,native_wait_aware_replan,supported_native_episode_loop,123.98220485520501,3.5722983554145706,0.7177,-2.8885819881115493,66.0,0.7480916030534351,341.7974274216718,6.305961432817297,0.0,0.0,0.13217230126178992,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0890573665272285,5.0880755135912015,27960.109326171874,121.931,3.582,-5.0174,1.0,0.27718984529797536,2.0512048552050177,0.009701644585429138,1.0,1.0,-0.360346798887368,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3421,native_wait_aware_replan,supported_native_episode_loop,18542.593,14.195,0.6106,-15.4162,66.0,0.7480916030534351,337.8605345596794,9.216247628878227,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9561275438617004,0.0,0.0,0.0,0.0,3.0,0.05333333333333334,21.0,101.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5567516824330845,5.5545063005704725,5805.990716552735,18542.593,14.195,-15.4162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3431,native_wait_aware_replan,supported_native_episode_loop,11663.568237000001,4.916069825,0.3275,0.5296783999999994,66.0,0.7480916030534351,335.79818190727525,4.219086767077308,0.0,0.0,1.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.917568900858088,0.0,0.0,0.0,0.0,0.0,1.0,7.0,150.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997618315383174,3.9956707597158574,9598.513146972657,11657.663,4.944,-5.599,1.0,0.798005,5.905237,0.027930175,1.0,1.0,-1.0374065,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3441,native_wait_aware_replan,supported_native_episode_loop,3460.638,6.742,0.6266,-7.9952000000000005,66.0,0.7480916030534351,333.715713396949,11.187413468968133,0.026717557251908396,0.2679650277628718,0.0,4969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.767623751922355,6.764318532446405,23945.142529296874,3460.638,6.742,-7.9952000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3451,native_wait_aware_replan,supported_native_episode_loop,15485.357,17.432,0.5051,-18.4422,67.0,0.7442748091603053,346.4081925940119,5.93282975040463,-0.32061068702290074,3.8487971265991465,0.0,4970.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.054769231202616515,19.0,143.0,0.0,4.0,0.0,0.0,0.0,0.11920292202211755,1.0,0.3730014386437025,0.27995856980222433,1.0600183880730043,0.9229354763615054,1.0,0.7938255828532361,0.25888790546845475,0.05333333333333334,0.5545527380738183,0.5570022378398504,1.0,7.0,3.3420134270391024,3.3420134270391024,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.035722605884075165,0.6427431702613831,-1.35,1.35,0.0,0.0,0.03600001335144043,5.98989929244261,5.986865658371867,10294.783374023438,15485.357,17.432,-18.4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
3461,native_wait_aware_replan,supported_native_episode_loop,8803.14666989435,4.015022507256452,0.453,-0.12051016370150461,66.0,0.7480916030534351,344.385754615205,7.593438437474958,0.5,1.51014381803358,0.6923076923076924,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.492306081829793,5.491744229579228,21760.94431152344,8798.5,4.037,-4.943,1.0,0.6279283641013665,4.646669894350112,0.021977492743547832,1.0,1.0,-0.8163068733317765,45.0,counterfactual OD-shift promotion-response projection used when the copied native runner exposes promotion strength but does not call the learned promotion hook,0.0,0.25,True,0,0.0,1.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,2,0.0,0.0,True,0.2,0.2,True,0.1,0.0,0.0,0.8,0.08,0.76,active,0.0,0.0,0.0,1.3,0.03,0.15,1.18,0.98,0.96,0.18,0.05,0.85,0.64,1.35,0.1,wait_aware,True,True,0.035,0.05,0.18,0.3,0.01,1.15,0.55,1.7,0.05,0.92,0.62,-1.0,True,0.85,348.0,340.0,0.25,45.0,True,0.92,0.05,0.08,0.04,0.04,"0.00,0.10,0.20,0.35,0.50,0.75,1.00",0.0,6.0,6.0,6.0,odshift_wait_first_reward_floor_v47
